study_id,pmid,title,screening_date,include,reasons,exclusion_reasons
STUDY_0762,35392461,Behavioral Nudges to Improve Audit and Feedback Report Opening Among Antibiotic Prescribers: A Randomized Controlled Trial.,2025-10-13T10:03:43.030685,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified']"
STUDY_0763,34762545,Effect of an Intensified Antibiotic Stewardship Program at an Orthopedic Surgery Department.,2025-10-13T10:03:43.030812,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0764,34719400,Bibliometric analysis of pharmacist's research on antimicrobial stewardship in Japan: an interrupted time series analysis on the implementation of the certification system for infection control pharmacists.,2025-10-13T10:03:43.030994,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0765,34713055,How to Develop and Implement a Computerized Decision Support System Integrated for Antimicrobial Stewardship? Experiences From Two Swiss Hospital Systems.,2025-10-13T10:03:43.031273,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0766,38348834,"Metagenomic next-generation sequencing, instead of procalcitonin, could guide antibiotic usage in patients with febrile acute necrotizing pancreatitis: a multicenter, prospective cohort study.",2025-10-13T10:03:43.031423,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0767,38247596,The Use of Cefiderocol as Salvage Therapy in an Infant Receiving ECMO and Continuous Renal Replacement Therapy.,2025-10-13T10:03:43.031529,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'Pediatric population']"
STUDY_0768,38032906,Prevalence of biofilm producing Acinetobacter baumannii clinical isolates: A systematic review and meta-analysis.,2025-10-13T10:03:43.031588,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_0769,37833778,Procalcitonin-guided antibiotic therapy may shorten length of treatment and may improve survival-a systematic review and meta-analysis.,2025-10-13T10:03:43.031675,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['intervention: No stewardship intervention identified', 'Not original research']"
STUDY_0770,25529765,Ceftolozane/tazobactam for the treatment of complicated intra-abdominal infections.,2025-10-13T10:03:43.031742,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified']"
STUDY_0771,25529395,Clinical risk scores and blood biomarkers as predictors of long-term outcome in patients with community-acquired pneumonia: a 6-year prospective follow-up study.,2025-10-13T10:03:43.032123,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting']"
STUDY_0772,39605975,Efficiency of a Long-term Infectious Diseases Consultation and Antimicrobial Stewardship Program at a Japanese Cancer Center: An Interrupted Time-Series Analysis.,2025-10-13T10:03:43.032276,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0773,39596728,The Influence of COVID-19 on Antimicrobial Resistance Trends at a Secondary Care Hospital in Slovenia: An Interrupted Time Series Analysis.,2025-10-13T10:03:43.032364,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_0774,39252869,Preneutropenic Fever in Patients With Hematological Malignancies: A Novel Target for Antimicrobial Stewardship.,2025-10-13T10:03:43.032426,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0775,31585477,Management and Prevention of Central Venous Catheter-Related Infections in the ICU.,2025-10-13T10:03:43.032486,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0776,37448685,Determine phenotypical patterns of resistance to antibiotics in COVID-19 patients with associated bacterial infection: largest medical center in Iran.,2025-10-13T10:03:43.032588,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_0777,37740559,Moving Beyond Mortality: Development and Application of a Desirability of Outcome Ranking (DOOR) Endpoint for Hospital-Acquired Bacterial Pneumonia and Ventilator-Associated Bacterial Pneumonia.,2025-10-13T10:03:43.032655,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'Outpatient or long-term care setting']"
STUDY_0778,39048999,"Prevalence of rectal carbapenem resistant Enterobacterales carriage among patients attending healthcare facilities in Ibadan, Nigeria: a descriptive study.",2025-10-13T10:03:43.032731,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting']"
